  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
*-----     ___________________________________________________________
********                                                              

 >>Cream     4   103    0 16     0  95        0        0        0.       0.0       0.0
             4   103    1 17     0  94        0        0        0.       0.0       0.0
             4   103    2 18     0  93        0        0        0.       0.0       0.0
             4   103    3 19     0  92        0        0        0.       0.0       0.0
             4   103    4 20     0  91        0     1808    -1808.      42.5     -42.5
             4   103    5 21     0  90        0      767     -767.      27.7     -27.7
             4   103    6 22     0  89        0     1536    -1536.      39.2     -39.2
             4   103    7 23     0  88        0     1299    -1299.      36.0     -36.0
             4   103    8 24     1  95        0        0        0.       0.0       0.0
             4   103    9 25     1  94        0        0        0.       0.0       0.0
             4   103   10 26     1  93        0        0        0.       0.0       0.0
             4   103   11 27     1  92        0     1372    -1372.      37.0     -37.0
             4   103   12 28     1  91        0      742     -742.      27.2     -27.2
             4   103   13 29     1  90     3394      934     2460.      65.8      37.4
             4   103   14 30     1  89     1122     2669    -1547.      61.6     -25.1
             4   103   15 31     1  88      773      913     -140.      41.1      -3.4
 
 >>Cream     5   107    0 16     0  87        0     6371    -6371.      79.8     -79.8
             5   107    1 17     0  86        0    39647   -39647.     199.1    -199.1
             5   107    2 18     0  85        0     1589    -1589.      39.9     -39.9
             5   107    3 19     0  84        0    16474   -16474.     128.4    -128.4
             5   107    4 20     0  83        0    13048   -13048.     114.2    -114.2
             5   107    5 21     0  82        0    61363   -61363.     247.7    -247.7
             5   107    6 22     0  81        0     2179    -2179.      46.7     -46.7
             5   107    7 23     0  80        0    13426   -13426.     115.9    -115.9
             5   107    8 24     1  87     1096    46733   -45637.     218.7    -208.7
             5   107    9 25     1  86      832    36200   -35368.     192.4    -183.8
             5   107   10 26     1  85      969    13353   -12384.     119.7    -103.5
             5   107   11 27     1  84      790     4775    -3985.      74.6     -53.4
             5   107   12 28     1  83     1206    20879   -19673.     148.6    -132.4
             5   107   13 29     1  82     3028    13762   -10734.     129.6     -82.8
             5   107   14 30     1  81        0     4477    -4477.      66.9     -66.9
             5   107   15 31     1  80      905     1387     -482.      47.9     -10.1
 
 >>Cream     6   113    0 16     0  79        0     8237    -8237.      90.8     -90.8
             6   113    1 17     0  78        0    15530   -15530.     124.6    -124.6
             6   113    2 18     0  77        0    51145   -51145.     226.2    -226.2
             6   113    3 19     0  76        0     4763    -4763.      69.0     -69.0
             6   113    4 20     0  75        0     2764    -2764.      52.6     -52.6
             6   113    5 21     0  74        0     2712    -2712.      52.1     -52.1
             6   113    6 22     0  73        0     5848    -5848.      76.5     -76.5
             6   113    7 23     0  72        0     8105    -8105.      90.0     -90.0
             6   113    8 24     1  79     1014   211779  -210765.     461.3    -456.9
             6   113    9 25     1  78  1058268     3959  1054309.    1030.6    1023.0
             6   113   10 26     1  77     1978     6250    -4272.      90.7     -47.1
             6   113   11 27     1  76    11847     8224     3623.     141.7      25.6
             6   113   12 28     1  75     7628     4760     2868.     111.3      25.8
             6   113   13 29     1  74    67276     1996    65280.     263.2     248.0
             6   113   14 30     1  73    36185   246509  -210324.     531.7    -395.6
             6   113   15 31     1  72        7     9616    -9609.      98.1     -98.0
 
 >>Cream     7   117    0 16     0  71        0      976     -976.      31.2     -31.2
             7   117    1 17     0  70        0     1054    -1054.      32.5     -32.5
             7   117    2 18     0  69        0      905     -905.      30.1     -30.1
             7   117    3 19     0  68        0     1022    -1022.      32.0     -32.0
             7   117    4 20     0  67        0     1366    -1366.      37.0     -37.0
             7   117    5 21     0  66        0     1017    -1017.      31.9     -31.9
             7   117    6 22     0  65        0      843     -843.      29.0     -29.0
             7   117    7 23     0  64        0      953     -953.      30.9     -30.9
             7   117    8 24     1  71     1611     5431    -3820.      83.9     -45.5
             7   117    9 25     1  70     9167    14310    -5143.     153.2     -33.6
             7   117   10 26     1  69    20000     7839    12161.     166.9      72.9
             7   117   11 27     1  68     7043    20017   -12974.     164.5     -78.9
             7   117   12 28     1  67    30954    10878    20076.     204.5      98.2
             7   117   13 29     1  66     2998     3378     -380.      79.8      -4.8
             7   117   14 30     1  65     1694    66586   -64892.     261.3    -248.3
             7   117   15 31     1  64    11284    10853      431.     148.8       2.9
 
 >>Cream     8   203    0 16     0  63        0     8944    -8944.      94.6     -94.6
             8   203    1 17     0  62        0    13766   -13766.     117.3    -117.3
             8   203    2 18     0  61        0    14705   -14705.     121.3    -121.3
             8   203    3 19     0  60        0    27104   -27104.     164.6    -164.6
             8   203    4 20     0  59        0    27085   -27085.     164.6    -164.6
             8   203    5 21     0  58        0    18243   -18243.     135.1    -135.1
             8   203    6 22     0  57        0     8944    -8944.      94.6     -94.6
             8   203    7 23     0  56        0    27358   -27358.     165.4    -165.4
             8   203    8 24     1  63      847     2170    -1323.      54.9     -24.1
             8   203    9 25     1  62      978     1759     -781.      52.3     -14.9
             8   203   10 26     1  61      974    14846   -13872.     125.8    -110.3
             8   203   11 27     1  60     1120     2539    -1419.      60.5     -23.5
             8   203   12 28     1  59     1013    23640   -22627.     157.0    -144.1
             8   203   13 29     1  58      903    17199   -16296.     134.5    -121.1
             8   203   14 30     1  57     1072     6764    -5692.      88.5     -64.3
             8   203   15 31     1  56     1039    47811   -46772.     221.0    -211.6
 
 >>Cream     9   207    0 16     0  55        0     1200    -1200.      34.6     -34.6
             9   207    1 17     0  54        0      969     -969.      31.1     -31.1
             9   207    2 18     0  53        0     1035    -1035.      32.2     -32.2
             9   207    3 19     0  52        0     1148    -1148.      33.9     -33.9
             9   207    4 20     0  51        0      861     -861.      29.3     -29.3
             9   207    5 21     0  50        0      920     -920.      30.3     -30.3
             9   207    6 22     0  49        0     1173    -1173.      34.2     -34.2
             9   207    7 23     0  48        0      754     -754.      27.5     -27.5
             9   207    8 24     1  55     1076     3387    -2311.      66.8     -34.6
             9   207    9 25     1  54     1229     1611     -382.      53.3      -7.2
             9   207   10 26     1  53     1469      980      489.      49.5       9.9
             9   207   11 27     1  52     1304     1234       70.      50.4       1.4
             9   207   12 28     1  51     1554    79062   -77508.     283.9    -273.0
             9   207   13 29     1  50     1296    24276   -22980.     159.9    -143.7
             9   207   14 30     1  49     1068     3607    -2539.      68.4     -37.1
             9   207   15 31     1  48      774    42252   -41478.     207.4    -200.0
 
 >>Cream    10   213    0 16     0  47        0     8781    -8781.      93.7     -93.7
            10   213    1 17     0  46        0    35663   -35663.     188.8    -188.8
            10   213    2 18     0  45        0    15733   -15733.     125.4    -125.4
            10   213    3 19     0  44        0    12501   -12501.     111.8    -111.8
            10   213    4 20     0  43        0     1439    -1439.      37.9     -37.9
            10   213    5 21     0  42        0     8975    -8975.      94.7     -94.7
            10   213    6 22     0  41        0    29577   -29577.     172.0    -172.0
            10   213    7 23     0  40        0     1485    -1485.      38.5     -38.5
            10   213    8 24     1  47    18264    19916    -1652.     195.4      -8.5
            10   213    9 25     1  46    26019    19790     6229.     214.0      29.1
            10   213   10 26     1  45     5616    16585   -10969.     149.0     -73.6
            10   213   11 27     1  44    12157     3658     8499.     125.8      67.6
            10   213   12 28     1  43    27816    18604     9212.     215.5      42.8
            10   213   13 29     1  42     3183     2287      896.      74.0      12.1
            10   213   14 30     1  41    25032    30534    -5502.     235.7     -23.3
            10   213   15 31     1  40     3471    35600   -32129.     197.7    -162.5
 
