CHAPEDES  7000  7999     1    2017_11_18
   29    7   99     0.00    0.00
   30    7   99     0.00    0.00
   31    7   99     0.00    0.00
   32    7    0   401.66    2.09
   33    7    0   400.95    2.28
   34    7    0   407.34    2.27
   35    7    0   402.01    2.04
   36    7    2   400.52    1.08
   37    7    0   396.44    2.18
   38    7    0   401.00    2.10
   39    7    0   400.85    2.11
   40    7    0   402.47    2.15
   41    7    0   398.01    2.12
   42    7    0   400.19    2.23
   43    7    0   401.95    2.20
   44    7    0   403.93    2.02
   45    7    0   402.47    2.18
   46    7    0   401.25    2.26
   47    7    0   404.44    2.09
   48    7    0   399.74    2.06
   49    7    0   398.07    2.12
   50    7    0   400.89    2.06
   51    7    0   403.75    2.16
   52    7    0   399.04    2.05
   53    7    0   394.56    2.19
   54    7    0   401.75    1.81
   55    7    0   400.66    2.06
   56    7    0   410.96    2.19
   57    7    0   362.90    2.07
   58    7    0   398.93    2.15
   59    7    0   401.52    2.10
   60    7    0   406.01    2.06
   61    7    0   398.36    2.07
   62    7    0   399.79    2.25
   63    7    0   404.13    2.05
   64    7    0   399.34    2.12
   65    7    0   400.37    1.86
   66    7    0   401.53    2.08
   67    7    0   399.81    2.00
   68    7    0   401.47    2.03
   69    7    0   396.33    2.15
   70    7    0   400.09    2.12
   71    7    0   402.52    2.08
   72    7    0   400.33    2.28
   73    7    0   397.37    2.09
   74    7    0   403.84    2.48
   75    7    0   400.94    2.77
   76    7    0   399.87    2.54
   77    7    0   402.04    5.80
   78    7    0   402.00    2.38
   79    7    0   401.11    2.04
   80    7    0   407.42    2.24
   81    7    0   396.07    2.22
   82    7    0   398.75    2.66
   83    7    0   400.45    2.67
   84    7    0   400.44    2.12
   85    7    0   399.71    2.70
   86    7    0   399.39    2.95
   87    7    0   398.81    2.19
   88    7    0   400.72    2.27
   89    7    0   399.19    2.10
   90    7    0   401.62    2.84
   91    7    0   398.02    2.07
   92    7    0   398.04    2.30
   93    7    0   399.47    2.10
   94    7    0   401.35    2.30
   95    7    0   405.88    2.91
   96    7   99     0.00    0.00
   97    7   99     0.00    0.00
   98    7   99     0.00    0.00
   99    7   99     0.00    0.00
  100    7   99     0.00    0.00
  101    7   99     0.00    0.00
  102    7   99     0.00    0.00
  103    7   99     0.00    0.00
  104    7   99     0.00    0.00
  105    7   99     0.00    0.00
  106    7   99     0.00    0.00
  107    7   99     0.00    0.00
  108    7   99     0.00    0.00
  109    7   99     0.00    0.00
  110    7   99     0.00    0.00
  111    7   99     0.00    0.00
  112    7   99     0.00    0.00
  113    7   99     0.00    0.00
  114    7   99     0.00    0.00
  115    7   99     0.00    0.00
  116    7   99     0.00    0.00
  117    7   99     0.00    0.00
  118    7   99     0.00    0.00
  119    7   99     0.00    0.00
  120    7   99     0.00    0.00
  121    7   99     0.00    0.00
  122    7   99     0.00    0.00
  123    7   99     0.00    0.00
  124    7   99     0.00    0.00
  125    7   99     0.00    0.00
  126    7   99     0.00    0.00
  127    7   99     0.00    0.00
    0    8   99     0.00    0.00
    1    8   99     0.00    0.00
    2    8   99     0.00    0.00
    3    8   99     0.00    0.00
    4    8   99     0.00    0.00
    5    8   99     0.00    0.00
    6    8   99     0.00    0.00
    7    8   99     0.00    0.00
    8    8   99     0.00    0.00
    9    8   99     0.00    0.00
   10    8   99     0.00    0.00
   11    8   99     0.00    0.00
   12    8   99     0.00    0.00
   13    8   99     0.00    0.00
   14    8   99     0.00    0.00
   15    8   99     0.00    0.00
   16    8   99     0.00    0.00
   17    8   99     0.00    0.00
   18    8   99     0.00    0.00
   19    8   99     0.00    0.00
   20    8   99     0.00    0.00
   21    8   99     0.00    0.00
   22    8   99     0.00    0.00
   23    8   99     0.00    0.00
   24    8   99     0.00    0.00
   25    8   99     0.00    0.00
   26    8   99     0.00    0.00
   27    8   99     0.00    0.00
   28    8   99     0.00    0.00
   29    8   99     0.00    0.00
   30    8    0   399.82    2.19
   31    8    0   427.90    2.02
   32    8    0   401.25    2.14
   33    8    0   401.12    2.13
   34    8    0   381.76    2.24
   35    8    0   401.28    2.28
   36    8    0   404.00    2.04
   37    8    0   402.00    2.25
   38    8    0   400.32    2.25
   39    8    0   398.71    1.84
   40    8    0   397.77    2.14
   41    8    0   400.94    2.12
   42    8    0   401.03    2.06
   43    8    0   400.37    2.19
   44    8    0   401.10    2.15
   45    8    0   401.04    2.18
   46    8    0   402.29    2.14
   47    8    0   398.44    2.17
   48    8    0   400.61    2.13
   49    8    0   402.34    2.09
   50    8    0   400.45    2.26
   51    8    0   400.85    2.10
   52    8    0   403.49    2.00
   53    8    0   398.38    2.04
   54    8    0   400.52    2.00
   55    8    0   408.39    2.02
   56    8    0   402.46    2.13
   57    8    0   403.68    2.11
   58    8    0   400.87    2.17
   59    8    0   399.24    2.16
   60    8    0   403.35    2.20
   61    8    0   400.24    2.08
   62    8    0   400.31    2.20
   63    8    0   397.56    2.27
   64    8    0   397.07    2.07
   65    8    0   398.22    2.26
   66    8    0   399.53    2.10
   67    8    0   400.74    2.09
   68    8    0   395.27    2.15
   69    8    0   392.96    2.10
   70    8    0   398.72    2.14
   71    8    0   398.47    2.21
   72    8    0   400.77    2.28
   73    8    0   400.37    2.10
   74    8    0   400.86    2.10
   75    8    0   396.65    3.00
   76    8    0   400.85    2.40
   77    8    0   405.99    2.60
   78    8    0   401.06    2.07
   79    8    0   401.35    2.08
   80    8    0   397.92    2.13
   81    8    2   402.00    0.00
   82    8    0   400.99    2.23
   83    8    0   400.38    2.58
   84    8    0   402.76    2.05
   85    8    0   400.97    2.78
   86    8    0   401.10    2.11
   87    8    0   399.15    2.68
   88    8    0   400.71    2.60
   89    8    0   400.85    2.31
   90    8    0   398.37    2.64
   91    8    0   401.34    1.95
   92    8    0   399.49    2.15
   93    8    0   399.31    2.36
   94    8    0   399.31    3.30
   95    8    0   397.65    2.51
   96    8    0   400.13    2.13
   97    8    0   402.11    2.09
   98    8   99     0.00    0.00
   99    8   99     0.00    0.00
  100    8   99     0.00    0.00
  101    8   99     0.00    0.00
  102    8   99     0.00    0.00
  103    8   99     0.00    0.00
  104    8   99     0.00    0.00
  105    8   99     0.00    0.00
  106    8   99     0.00    0.00
  107    8   99     0.00    0.00
  108    8   99     0.00    0.00
  109    8   99     0.00    0.00
  110    8   99     0.00    0.00
  111    8   99     0.00    0.00
  112    8   99     0.00    0.00
  113    8   99     0.00    0.00
  114    8   99     0.00    0.00
  115    8   99     0.00    0.00
  116    8   99     0.00    0.00
  117    8   99     0.00    0.00
  118    8   99     0.00    0.00
  119    8   99     0.00    0.00
  120    8   99     0.00    0.00
  121    8   99     0.00    0.00
  122    8   99     0.00    0.00
  123    8   99     0.00    0.00
  124    8   99     0.00    0.00
  125    8   99     0.00    0.00
  126    8   99     0.00    0.00
  127    8   99     0.00    0.00
    0    9   99     0.00    0.00
    1    9   99     0.00    0.00
    2    9   99     0.00    0.00
    3    9   99     0.00    0.00
    4    9   99     0.00    0.00
    5    9   99     0.00    0.00
    6    9   99     0.00    0.00
    7    9   99     0.00    0.00
    8    9   99     0.00    0.00
    9    9   99     0.00    0.00
   10    9   99     0.00    0.00
   11    9   99     0.00    0.00
   12    9   99     0.00    0.00
   13    9   99     0.00    0.00
   14    9   99     0.00    0.00
   15    9   99     0.00    0.00
   16    9   99     0.00    0.00
   17    9   99     0.00    0.00
   18    9   99     0.00    0.00
   19    9   99     0.00    0.00
   20    9   99     0.00    0.00
   21    9   99     0.00    0.00
   22    9   99     0.00    0.00
   23    9   99     0.00    0.00
   24    9   99     0.00    0.00
   25    9   99     0.00    0.00
   26    9   99     0.00    0.00
   27    9   99     0.00    0.00
   28    9   99     0.00    0.00
   29    9    0   396.45    2.06
   30    9    0   402.59    1.58
   31    9    0   399.46    2.12
   32    9    0   399.18    2.17
   33    9    0   401.81    2.06
   34    9    0   400.28    2.14
   35    9    0   403.00    2.20
   36    9    0   407.59    2.05
   37    9    0   399.74    2.05
   38    9    0   399.68    2.12
   39    9    0   401.44    2.04
   40    9    0   399.42    2.19
   41    9    0   402.63    2.17
   42    9    0   397.22    1.99
   43    9    0   399.77    2.02
   44    9    0   414.10    2.22
   45    9    0   400.44    2.17
   46    9    0   398.21    2.18
   47    9    0   402.97    2.45
   48    9    0   400.86    2.07
   49    9    0   399.70    2.11
   50    9    0   398.75    2.24
   51    9    0   400.14    2.04
   52    9    0   408.77    2.17
   53    9    0   399.21    2.11
   54    9    0   399.58    2.36
   55    9    0   399.44    1.99
   56    9    0   397.86    2.19
   57    9    0   396.67    2.19
   58    9    0   401.16    2.22
   59    9    0   390.66    2.12
   60    9    0   398.45    2.16
   61    9    0   401.36    2.33
   62    9    0   400.85    2.37
   63    9    0   401.80    2.09
   64    9    0   396.96    2.09
   65    9    0   399.22    2.10
   66    9    0   399.54    2.06
   67    9    0   398.19    2.31
   68    9    0   396.68    2.07
   69    9    0   401.85    2.07
   70    9    0   401.40    2.17
   71    9    0   403.79    2.13
   72    9    0   401.89    2.24
   73    9    0   400.34    2.00
   74    9    0   397.49    2.17
   75    9    0   400.22    2.78
   76    9    0   401.69    2.47
   77    9    0   399.65    2.69
   78    9    0   402.62    2.08
   79    9    0   402.62    2.05
   80    9    0   401.14    2.22
   81    9    0   398.54    2.80
   82    9    0   399.78    2.97
   83    9    0   401.57    3.06
   84    9    0   398.99    2.02
   85    9    0   397.83    2.38
   86    9    0   402.10    2.08
   87    9    0   400.44    2.67
   88    9    0   397.87    2.78
   89    9    0   400.52    2.72
   90    9    0   397.64    2.80
   91    9    0   398.66    1.96
   92    9    0   402.71    2.27
   93    9    0   400.98    2.48
   94    9    0   399.45    2.18
   95    9    0   401.27    2.63
   96    9    0   398.75    2.10
   97    9    0   400.38    2.25
   98    9    0   396.84    2.30
   99    9   99     0.00    0.00
  100    9   99     0.00    0.00
  101    9   99     0.00    0.00
  102    9   99     0.00    0.00
  103    9   99     0.00    0.00
  104    9   99     0.00    0.00
  105    9   99     0.00    0.00
  106    9   99     0.00    0.00
  107    9   99     0.00    0.00
  108    9   99     0.00    0.00
  109    9   99     0.00    0.00
  110    9   99     0.00    0.00
  111    9   99     0.00    0.00
  112    9   99     0.00    0.00
  113    9   99     0.00    0.00
  114    9   99     0.00    0.00
  115    9   99     0.00    0.00
  116    9   99     0.00    0.00
  117    9   99     0.00    0.00
  118    9   99     0.00    0.00
  119    9   99     0.00    0.00
  120    9   99     0.00    0.00
  121    9   99     0.00    0.00
  122    9   99     0.00    0.00
  123    9   99     0.00    0.00
  124    9   99     0.00    0.00
  125    9   99     0.00    0.00
  126    9   99     0.00    0.00
  127    9   99     0.00    0.00
    0   10   99     0.00    0.00
    1   10   99     0.00    0.00
    2   10   99     0.00    0.00
    3   10   99     0.00    0.00
    4   10   99     0.00    0.00
    5   10   99     0.00    0.00
    6   10   99     0.00    0.00
    7   10   99     0.00    0.00
    8   10   99     0.00    0.00
    9   10   99     0.00    0.00
   10   10   99     0.00    0.00
   11   10   99     0.00    0.00
   12   10   99     0.00    0.00
   13   10   99     0.00    0.00
   14   10   99     0.00    0.00
   15   10   99     0.00    0.00
   16   10   99     0.00    0.00
   17   10   99     0.00    0.00
   18   10   99     0.00    0.00
   19   10   99     0.00    0.00
   20   10   99     0.00    0.00
   21   10   99     0.00    0.00
   22   10   99     0.00    0.00
   23   10   99     0.00    0.00
   24   10   99     0.00    0.00
   25   10   99     0.00    0.00
   26   10   99     0.00    0.00
   27   10   99     0.00    0.00
   28   10    0   401.57    2.15
   29   10    0   396.87    2.14
   30   10    0   398.86    2.07
   31   10    0   402.01    2.01
   32   10    0   402.22    1.97
   33   10    0   402.72    2.03
   34   10    0   400.84    2.16
   35   10    0   397.53    2.13
   36   10    0   404.25    2.02
   37   10    0   411.70    2.09
   38   10    0   389.72    2.10
   39   10    0   397.13    2.22
   40   10    0   403.66    2.08
   41   10    0   404.71    2.15
   42   10    0   398.63    2.16
